id,source_thread_id,source_tweet_id,text,intent,escalate,reference_reply,annotator_notes
real-106,711679.0,711680,@AppleSupport 11.0.2,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-107,1168847.0,1168847,@AppleSupport why does my phone say “No Service” after I updated my phone.,device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-108,396998.0,396998,The wonderful iPhone 7 plus on iOS 11 feels like a old HTC evo 3D loaded with bloarware. Such lag on a year old device... Wtf @115858,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-109,464717.0,464717,@115858 my iMessage isn’t working but ill switch to Android bc I’m smarter than u think I know u want me to upgrade !!!,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-110,2903665.0,2903665,@115858 please fix this fucking “I.T” thing before I throw my phone against a wall as hard as I can.,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-111,2128267.0,2128268,"@AppleSupport Umm...
That’s great, but in my case the uppercase was used; NOT the lowercase. 

Nothing is being autocorrected; your software is manipulating my input, post submission. 

#SwingAndAMiss",battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-112,261780.0,261780,Hey @AppleSupport why does sliding up on my iPhone not let me play/pause/skip and why do my volume buttons have no effect since iOS update?,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-113,104191.0,104190,"@AppleSupport Thanks. Yep I checked that, but neither phone has the other listed as an alternative data source. It’s almost like it’s because they’re both linked to my iCloud account or something. Here’s an example from one of them, the one listed is the same device name. https://t.co/zKVWO3obZj",account_access,True,"You can reset your Apple ID or password at iforgot.apple.com. Please do not share passwords or one-time codes in public, and DM us if you still cannot sign in.",real tweet sample labeled using the project intent taxonomy
real-114,2906759.0,2906759,@AppleSupport I am having issue with my MacBook please check your DM,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-115,1982882.0,1982882,Why can’t my iPhone manage to properly count my unread gmail since the last update? It’s like the simplest coding thing ever @115858.,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-116,617285.0,617285,First the stupid “I” problem now the “I.t” problem on iPhone. WTF is going on? @115858,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-117,2053531.0,2053531,@AppleSupport My phone is being very slow and my screen keeps freezing. What do I do?,repair_or_damage,True,"We can help you find repair options or warranty coverage, and a DM with the device model and issue will help us route you correctly.",real tweet sample labeled using the project intent taxonomy
real-118,522057.0,522057,@AppleSupport  BTW I run 11.1.2 manually setting your clock back a few days seem to work but that ain't a real fix.,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-119,2287610.0,2287609,@AppleSupport issue resolved thanx,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-120,2095677.0,2095677,"@AppleSupport The TV app in iOS11 needs network to refresh its thumbnails, even for downloaded content - can't watch movies on the subway 😢",device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-121,891090.0,891089,@AppleSupport One app OpenTable,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-122,1736104.0,1736104,@115858 can someone explain to me why my face unlocks my dad's iPhone X that is set up with his face ID???? I ain't pay a G for this shit??,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-123,1897493.0,1897493,@AppleSupport @13071 @797 need to fix you OS!! https://t.co/5PkblAfcUI,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-124,827151.0,827149,@AppleSupport I did try it while connected to my own wifi. It still didn't work. On an unrelated note. Is there a way to u lock more storage on my phone?,device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-125,1443245.0,1443245,"my iphone is dead and every time i go to an @115858 store it's a 3+ hour wait... so i haven't been ignoring you, but i won't wait 3 hours",other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-126,55120.0,55121,@AppleSupport @applesupport can your team figure out the I️ issue. Or will l continue to have to use lower case l’s for them for a while? Let’s start here,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-127,508265.0,508266,"@AppleSupport No, I don't. I watched my battery drop 5% in just a couple minutes though.",battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-128,1637810.0,1637810,"@AppleSupport I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️

Fix this",other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-129,2301710.0,2301711,@AppleSupport I went onto iTunes on my computer and it downloaded on there so I was able to download it to my phone from my computer. Thanks!,device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-130,2713231.0,2713231,@115858 yo we need to talk... tell me how the update made my battery go from 100% to 65% in 5 minutes ?? #fixyourself,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-131,177866.0,177867,@AppleSupport @157899 Y’all fucked my phone up with the last update😩 I have the 7 and this bitch freezes about 3-5 times a day for about 3-8minutes at a time. Me and Troy demand resolutions and we demand them now!,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-132,2286866.0,2286865,"Seriously @AppleSupport?

I've restored from backup SEVEN DIFFERENT WAYS so sending me instructions on how to restore is both *unhelpful* and *insulting*.

The issue is the restored (new) iphone is missing data from the old iPhone. Tried 2 computers + iTunes &amp; iCloud

#BadService https://t.co/QJrElWMuRY",account_access,True,"You can reset your Apple ID or password at iforgot.apple.com. Please do not share passwords or one-time codes in public, and DM us if you still cannot sign in.",real tweet sample labeled using the project intent taxonomy
real-133,2078610.0,2078610,@AppleSupport on iOS 11.0.2 Phone keeps freezing. Phone has also shutdown 4x in 12 hours. Phone is used with a medical device. Please fix!,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-134,1650155.0,1650154,"@AppleSupport Thank you, it worked!",other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-135,2118354.0,2118354,@AppleSupport I️ recently did the new software update ( iOS 11.1) and my phone has not been working properly. What’s the point of the update?,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-136,269511.0,269511,I didn’t know downloading iOS 11 meant I had to carry a phone charger with me everywhere I went. @115858,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-137,568430.0,568431,@AppleSupport I just responded through dm on the twitter website,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-138,2004267.0,2004267,@115858 I️ need you to fix this. I’m starting to read I️ like if it’s actually a letter.,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-139,1281444.0,1281444,Decided to upgrade to that iOS 11 shit and now my phones battery draining without me even touching it. I’m done with your antics @115858 🖕,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-140,1974957.0,1974957,Hey @AppleSupport are you ever going to fix the iOS 11 bugs or am I going to have to restart my phone 3x a day for the rest of my life?,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-141,866221.0,866222,"@AppleSupport Well…? Things’re are pretty whack, here, with my phone, apps, WiFi and everything.",device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-142,1781582.0,1781582,@AppleSupport I bought a new phone but one album I bought didn’t transfer over and I don’t know how to get it back,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-143,193593.0,193593,Dentro de tanta perfeccion tienen miles de fallas #Apple @115858 @AppleSupport Perdí mi dinero por que no tengo la factura.,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-144,1221031.0,1221031,@AppleSupport Hi iPhone update 11.0.3 Very bad makes iPhone 5s warm up to the highest degree and can not be used in case of high temperature Please resolve this problem immediately Thank you,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-145,852882.0,852880,@AppleSupport I haven’t done anything special yet. Just skip over the songs that I’ve already “disliked” when they come up again.,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-146,260848.0,260845,@AppleSupport 2)) second was like an error during streaming a video! it was restarted!I had no idea what was going on? what's the problem with new iOS 11?,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-147,2117874.0,2117874,Get your shit together @115858 https://t.co/wMAL8kdRnl,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-148,2683827.0,2683827,@AppleSupport I think the #greenline suits my new #iPhoneX. What do I do now? https://t.co/OdBO7lh9J5,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-149,2185445.0,2185445,@AppleSupport I have an iPhone 6S. I was just using it and a preview of a text message that I got yesterday came up and is now stuck at the top of my screen. Because of where it is I cannot swipe it away or swipe to shut down my phone. Any ideas of what I can do to fix it?,repair_or_damage,True,"We can help you find repair options or warranty coverage, and a DM with the device model and issue will help us route you correctly.",real tweet sample labeled using the project intent taxonomy
real-150,2076278.0,2076278,"Correction , this IOS update is messing up my phone @115858",battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-151,2751516.0,2751517,@AppleSupport No it doesn’t and I haven’t put any on but there could be,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-152,2366173.0,2366173,My phone automatically updated last night now my Apple Music won’t play... thanks @115858,device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-153,1772225.0,1772225,this “i” shit is really annoying. @115858,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-154,2125995.0,2125995,I’ll be happy when @115858 drops an update to fix this “I” problem,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-155,2583211.0,2583211,@AppleSupport I reaaaaalllly need to make an appointment tomorrow in Germantown. I don't have my apple id handy. Anyway you can help me?,account_access,False,"You can reset your Apple ID or password at iforgot.apple.com. Please do not share passwords or one-time codes in public, and DM us if you still cannot sign in.",real tweet sample labeled using the project intent taxonomy
real-156,2681386.0,2681386,YALL NEED TO FIX THE DAMN LETTER “I️” @AppleSupport,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-157,235846.0,235846,"@AppleSupport I updated to IOS 11.0.2 Mail doesn’t work on my iPhone 6 Plus. I get an error msg saying the pwd is wrong, but it isn’t.",battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-158,1858291.0,1858291,@115858 has really been shitting the bed lately. I've had more issues with the iPhone 7 than all my iPhones combined since second gen. https://t.co/TBFb74uRy4,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-159,1927922.0,1927922,@115858 my factory charger just caught on fucking fire 😡😡😡😡 I'm gonna need a new phone sent to me or I'm going android,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-160,2476246.0,2476247,@AppleSupport on**,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-161,1947649.0,1947649,"@AppleSupport newest update has murdered my 5s. Apps crash, phone freezes, and I can’t phone people. New phone please! #ios11 #iphone #apple",battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-162,2147684.0,2147684,When is @115858 or who the fuck ever it is going to fix the letter iii glitch?!?!,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-163,2410175.0,2410175,Hey @AppleSupport why does the Bluetooth function always stop working on my iPhone whenever you have a software update? I'm one step closer to a getting a google pixel.,device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-164,1017789.0,1017790,@AppleSupport Thats right… After trying a few times and not having a clue what could be the issue I tried a different monitor and it worked!? All good now,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-165,2307229.0,2307229,"Hey @AppleSupport downloaded the update last night, charged my battery around 2pm &amp; already down to 60%.  WTH",purchase_or_duplicate_charge,True,We can review the duplicate payment in a private channel. Please DM the order number and the app or store where the charge appeared so we can investigate.,real tweet sample labeled using the project intent taxonomy
real-166,372887.0,372887,@AppleSupport when I updated my #iPhone7 to #iOS11 CarPlay glitches.,device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-167,2141011.0,2141010,Update: chatting to Albert from @AppleSupport 😎 #prayforleah,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-168,716607.0,716608,@AppleSupport I have the latest version iOS. It started immediately after I updated my phone.,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-169,430165.0,430168,"@115858 Please stop fucking with my backlight, I could barely get through the whole day the way it was.",other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-170,1178096.0,1178096,ok so my phone won’t let me send imessages or use my maps WHY THOSE ARE IMPORTANT @AppleSupport,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-171,1681548.0,1681547,@511229 @511230 I’m getting them on iMessage as as well lately.,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-172,1292104.0,1292106,"@AppleSupport After I launch app, this will show. 10-15 seconds and will kick me back to home. Also, I can’t open the music tab either from “settings” https://t.co/y8uoerJsrD",other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-173,1242264.0,1242264,@AppleSupport Any way to check the overall battery health of my iPhone 6s Plus?,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-174,62275.0,62275,Downloaded the @115858 iPhone update.  Thought maybe it would correct my phone crashing problem.  Nope. @AppleSupport iPhone still crashing,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-175,1450109.0,1450109,@115858 my phone has never been more f*cked up,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-176,267782.0,267782,@AppleSupport where is the apps folder on the new iTunes? I can’t find my apps,device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-177,889109.0,889108,@AppleSupport This is all after I finished paying off my phone two months ago- have been paying it for 2 years. Now I’ve paid it off and it stops working?,purchase_or_duplicate_charge,True,We can review the duplicate payment in a private channel. Please DM the order number and the app or store where the charge appeared so we can investigate.,real tweet sample labeled using the project intent taxonomy
real-178,90573.0,90573,@AppleSupport I am trying to update my apps in App Store but it says that I need to pay.,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-179,2296174.0,2296174,"Now I have to take a charger to charge the charger to charge the charger for my shit battery life, I’m running out of pockets here @AppleSupport can you sort it out or I’ll need a mobility scooter.",battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-180,2890734.0,2890734,"@AppleSupport My case has been stretched for 3 months 20000001738878 , Sr consultants fooling around Mr. Debanga and Mr. Tushar. HELP.",other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-181,2909281.0,2909281,Updating my Mac with #HighSerria OS. On the restart got static and white screen of death 💀.  Should I’ve considering a new @115858 ?,repair_or_damage,True,"We can help you find repair options or warranty coverage, and a DM with the device model and issue will help us route you correctly.",real tweet sample labeled using the project intent taxonomy
real-182,187949.0,187948,"@AppleSupport Well, the problem is that Siri on watchOS 4 can’t play the correct album when is in shuffle mode on iPhone, it plays the next album instead",other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-183,2152954.0,2152954,Dear @115858 please find more subtle ways to force us to update our phones other than changing “i” to I️. I want to throw my phone into oncoming traffic. Tell Jim in software management I️ fucking hate him.,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-184,740097.0,740097,@AppleSupport i use ip7+ and my apple id has been disable. Can u help me? https://t.co/BSXFVrbjQ0,account_access,False,"You can reset your Apple ID or password at iforgot.apple.com. Please do not share passwords or one-time codes in public, and DM us if you still cannot sign in.",real tweet sample labeled using the project intent taxonomy
real-185,208231.0,208264,"@AppleSupport Kindly do is as soon as possible 
My mail id is- __email__ https://t.co/a37HK15CYL",account_access,False,"You can reset your Apple ID or password at iforgot.apple.com. Please do not share passwords or one-time codes in public, and DM us if you still cannot sign in.",real tweet sample labeled using the project intent taxonomy
real-186,2774237.0,2774237,"Upgrade to the new OS wiped out all my contacts. So, thank you, @AppleSupport!",storage_or_cloud,False,"Please review your iCloud and storage settings, remove large backups if needed, and if the issue continues, DM the device and app name so we can narrow the problem.",real tweet sample labeled using the project intent taxonomy
real-187,861374.0,861374,iOS 11 keeps making my phone crash wtf @AppleSupport,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-188,1882518.0,1882518,"Top status bar (wifi, clock, battery) is not rotating on rotation of iPad or is duplicating upon iPad rotation 2/2 @AppleSupport",device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-189,1646341.0,1646342,@AppleSupport Can y’all also like fix the battery issue too? Cause after I️ updated my phone like died in five seconds..... and my phones new,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-190,2303164.0,2303164,@115858 @AppleSupport why is my iPhone 6 all of the sudden obsolete? My phone is s   l   o   w. My battery can no longer hold a charge... what’s going on??,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-191,2363173.0,2363173,@115858 Fix this stupid glitch. I️ hate it,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-192,1753182.0,1753183,@AppleSupport Yes,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-193,1600113.0,1600112,@AppleSupport Oh now it wants to sign me out my fucking iCloud dude!!!!!!!! I am literallly having a BF,account_access,True,"You can reset your Apple ID or password at iforgot.apple.com. Please do not share passwords or one-time codes in public, and DM us if you still cannot sign in.",real tweet sample labeled using the project intent taxonomy
real-194,1331958.0,1331958,@AppleSupport I'm trying to update my phone but it keeps saying I'm not connected to internet but I'm on my wifi?,account_access,False,"You can reset your Apple ID or password at iforgot.apple.com. Please do not share passwords or one-time codes in public, and DM us if you still cannot sign in.",real tweet sample labeled using the project intent taxonomy
real-195,2429199.0,2429200,@AppleSupport Noooo I still see them boxes 😤,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-196,2132147.0,2132146,@115858 This was sarcastic. The I️ thing is annoying,other_or_unknown,True,"Please share the product, what is failing, and when it started so we can route you to the correct support path.",real tweet sample labeled using the project intent taxonomy
real-197,1918529.0,1918529,@AppleSupport When I try to play something in Apple Music it keeps trying to get me to “choose a plan” I’ve got a live subscription???,device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-198,248169.0,248169,Is it just me or is anybody else having problems with Apple Music today?,device_or_accessory_setup,False,"Please restart the device, forget and re-pair the accessory, and confirm Bluetooth is enabled. If it still fails, send a DM with the device model and setup step that is failing.",real tweet sample labeled using the project intent taxonomy
real-199,1484854.0,1484854,@AppleSupport I had been holding off on doing the update. Just did and now my 6s is SUPER HOT!! and phone is slower then a snail. Any help?,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
real-200,2289406.0,2289406,@115858 I️t is a movie but I️t is also something I️ type all the time. Please fix the thing where I️t autocorrects to have a capital I️ PLEASE,battery_or_performance,False,"Please check Battery Health in Settings > Battery, keep the device updated, and if it continues, send a DM with the model and symptoms so we can narrow the issue.",real tweet sample labeled using the project intent taxonomy
